MaxTemp,MinTemp,PoorWeather,PRCP,SNF,SND,month_sin,month_cos,day_of_year_sin,day_of_year_cos,STA_target_encoded,Has_Weather_Event
27.22222222,19.44444444,0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-0.46896519100763184,-0.8832166493127127,22.52040718312014,0
27.22222222,19.44444444,0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-0.48408852163897587,-0.8750190302029955,22.52040718312014,0
26.11111111,20.0,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.4990686026885319,-0.8665624788845385,22.52040718312014,0
24.44444444,20.55555556,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.5139010013093103,-0.8578494977869301,22.52040718312014,0
24.44444444,20.55555556,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.5285813283559292,-0.8488826652214553,22.52040718312014,0
26.66666667,21.11111111,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.5431052396834317,-0.8396646346181327,22.52040718312014,0
26.66666667,21.11111111,0,0.01,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.5574684374327892,-0.8301981337405212,22.52040718312014,0
24.44444444,21.66666667,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.5716666713027052,-0.8204859638785327,22.52040718312014,0
24.44444444,21.11111111,0,0.01,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.5856957398073508,-0.8105309990194823,22.52040718312014,0
26.11111111,20.55555556,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.5995514915196489,-0.8003361849976323,22.52040718312014,0
26.11111111,20.55555556,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.6132298262997502,-0.7899045386224707,22.52040718312014,0
27.22222222,21.66666667,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.6267266965083301,-0.7792391467859886,22.52040718312014,0
25.0,21.66666667,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.6400381082043503,-0.7683431655492202,22.52040718312014,0
25.55555556,20.55555556,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.65316012232693,-0.7572198192083127,22.52040718312014,0
25.55555556,20.55555556,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.666088855860977,-0.7458723993404063,22.52040718312014,0
25.55555556,20.0,0,0.01,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.6788204829862355,-0.734304263829602,22.52040718312014,0
25.55555556,17.77777778,0,0.01,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.6913512362094071,-0.722518835873311,22.52040718312014,0
25.55555556,19.44444444,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.7036774074790128,-0.7105196029692745,22.52040718312014,0
25.55555556,20.0,0,0.01,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.7157953492826642,-0.6983101158835584,22.52040718312014,0
26.11111111,20.55555556,0,0.01,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.7277014757264236,-0.6858939875998223,22.52040718312014,0
27.77777778,20.55555556,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.7393922635959241,-0.673274892250183,22.52040718312014,0
23.88888889,20.55555556,0,0.02,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.7508642533989489,-0.6604565640279754,22.52040718312014,0
32.77777778,20.0,0,0.01,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.7621140503891487,-0.6474427960827475,22.52040718312014,0
27.22222222,20.55555556,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.7731383255706026,-0.6342374393978054,22.52040718312014,0
25.0,20.55555556,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.7839338166829201,-0.620844401650647,22.52040718312014,0
27.77777778,20.55555556,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.7944973291665992,-0.6072676460566135,22.52040718312014,0
26.66666667,20.0,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.8048257371083452,-0.593511190196115,22.52040718312014,0
27.22222222,20.55555556,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.8149159841660791,-0.5795791048257612,22.52040718312014,0
27.22222222,20.55555556,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.8247650844733614,-0.5654755126737576,22.52040718312014,0
27.22222222,20.55555556,0,0.01,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.8343701235229537,-0.5512045872199277,22.52040718312014,0
25.0,21.11111111,0,0.01,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.8437282590292712,-0.5367705514607103,22.52040718312014,0
27.22222222,20.55555556,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.8528367217694595,-0.522177676659508,22.52040718312014,0
27.22222222,21.11111111,0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004,-0.8616928164028521,-0.5074302810827518,22.52040718312014,0
27.22222222,21.11111111,0,0.01,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.8702939222685674,-0.49253272872205434,22.52040718312014,0
27.22222222,22.22222222,0,0.01,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.8786374941610001,-0.4774894280028391,22.52040718312014,0
27.22222222,21.11111111,0,0.07,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.886721063082993,-0.46230483047981086,22.52040718312014,0
